description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Gheed's Curious Box Roll	0	2		100	18	361	0		1	gcbx							useitem				corruptnum	100		1501	1514																																																																															0
																																																																																																								0
GHEED'S CURIOUS BOX - PHASE 2 - OUTCOME																																																																																																								0
Perfect Amethysts	0			100	16	361	1502		1	gcbx							"gpvs,qty=50"																																																																																							0
Perfets Topazes	0			100	16	361	1504		1	gcbx							"gpys,qty=50"																																																																																							0
Perfect Skulls	0			100	16	361	1506		1	gcbx							"skzs,qty=50"																																																																																							0
Perfect Rubys	0			100	16	361	1508		1	gcbx							"gprs,qty=50"																																																																																							0
Perfect Diamonds	0			100	16	361	1510		1	gcbx							"gpws,qty=50"																																																																																							0
Perfect Sapphires	0			100	16	361	1512		1	gcbx							"gpbs,qty=50"																																																																																							0
Perfect Emeralds	0			100	16	361	1514		1	gcbx							"gpgs,qty=50"																																																																																							0
Jewel Fragments	0			100	16	361	1515		1	gcbx							"jewf,qty=50"																																																																																							0
																																																																																																								0
CIRCLET CRAFTING																																																																																																								0
Craft non-ethereal circlet - Blood	1			100	18	361	0		2	ci0,noe	crfb,qty=1						usetype,crf		50	50	lifesteal			2	4	hp			10	20	crush			10	20																																																																					0
Craft ethereal circlet - Blood	1			100	18	361	0		2	ci0,eth	crfb,qty=1						usetype,crf		50	50	lifesteal			2	4	hp			10	20	crush			10	20	ethereal	100		1	1																																																																0
Craft non-ethereal circlet - Caster	1			100	18	361	0		2	ci0,noe	crfc,qty=1						usetype,crf		50	50	cast2			5	10	mana			10	20	regen-mana			4	10																																																																					0
Craft ethereal circlet - Caster	1			100	18	361	0		2	ci0,eth	crfc,qty=1						usetype,crf		50	50	cast2			5	10	mana			10	20	regen-mana			4	10	ethereal	100		1	1																																																																0
Craft non-ethereal circlet - Safety	1			100	18	361	0		2	ci0,noe	crfs,qty=1						usetype,crf		50	50	red-dmg%			5	10	res-ltng			10	20	ac%			20	60																																																																					0
Craft ethereal circlet - Safety	1			100	18	361	0		2	ci0,eth	crfs,qty=1						usetype,crf		50	50	red-dmg%			5	10	res-ltng			10	20	ac%			20	60	ethereal	100		1	1																																																																0
Craft non-ethereal circlet - Hitpower	1			100	18	361	0		2	ci0,noe	crfh,qty=1						usetype,crf		50	50	gethit-skill		44	5	4	balance1			10	20	att			100	200																																																																					0
